Date,SiteName,LocationName,WeekDay,Year,Month,NorthboundCount,SouthboundCount,TotalCount
16/11/2024 10:00,York,Blake Street,Saturday,2024,November,684,1451,2135
16/11/2024 10:00,York,Goodramgate,Saturday,2024,November,880,1237,2117
16/11/2024 10:00,York,Davygate,Saturday,2024,November,1150,1873,3023
16/11/2024 11:00,York,Blake Street,Saturday,2024,November,1434,2575,4009
16/11/2024 11:00,York,Goodramgate,Saturday,2024,November,1144,1832,2976
16/11/2024 11:00,York,Davygate,Saturday,2024,November,1936,2253,4189
16/11/2024 12:00,York,Blake Street,Saturday,2024,November,1549,2869,4418
16/11/2024 12:00,York,Goodramgate,Saturday,2024,November,1712,2410,4122
16/11/2024 12:00,York,Davygate,Saturday,2024,November,2106,2478,4584
16/11/2024 13:00,York,Blake Street,Saturday,2024,November,1774,3004,4778
16/11/2024 13:00,York,Goodramgate,Saturday,2024,November,2059,2564,4623
16/11/2024 13:00,York,Davygate,Saturday,2024,November,2186,2606,4792
16/11/2024 14:00,York,Blake Street,Saturday,2024,November,1798,2614,4412
16/11/2024 14:00,York,Goodramgate,Saturday,2024,November,2048,2502,4550
16/11/2024 14:00,York,Davygate,Saturday,2024,November,2518,2596,5114
16/11/2024 15:00,York,Blake Street,Saturday,2024,November,1569,2651,4220
16/11/2024 15:00,York,Goodramgate,Saturday,2024,November,1919,2469,4388
16/11/2024 15:00,York,Davygate,Saturday,2024,November,2677,2480,5157
16/11/2024 16:00,York,Blake Street,Saturday,2024,November,1475,2255,3730
16/11/2024 16:00,York,Goodramgate,Saturday,2024,November,1664,2364,4028
16/11/2024 16:00,York,Davygate,Saturday,2024,November,2646,2328,4974
16/11/2024 17:00,York,Blake Street,Saturday,2024,November,1151,1423,2574
16/11/2024 17:00,York,Goodramgate,Saturday,2024,November,1462,1934,3396
16/11/2024 17:00,York,Davygate,Saturday,2024,November,2525,2175,4700
16/11/2024 18:00,York,Blake Street,Saturday,2024,November,746,937,1683
16/11/2024 18:00,York,Goodramgate,Saturday,2024,November,1048,1008,2056
16/11/2024 18:00,York,Davygate,Saturday,2024,November,2335,1814,4149
16/11/2024 19:00,York,Blake Street,Saturday,2024,November,455,703,1158
16/11/2024 19:00,York,Goodramgate,Saturday,2024,November,766,653,1419
16/11/2024 19:00,York,Davygate,Saturday,2024,November,1781,1467,3248
16/11/2024 20:00,York,Blake Street,Saturday,2024,November,321,704,1025
16/11/2024 20:00,York,Goodramgate,Saturday,2024,November,567,558,1125
16/11/2024 20:00,York,Davygate,Saturday,2024,November,935,1180,2115
16/11/2024 21:00,York,Blake Street,Saturday,2024,November,336,352,688
16/11/2024 21:00,York,Goodramgate,Saturday,2024,November,405,407,812
16/11/2024 21:00,York,Davygate,Saturday,2024,November,580,613,1193
17/11/2024 10:00,York,Blake Street,Sunday,2024,November,459,738,1197
17/11/2024 10:00,York,Goodramgate,Sunday,2024,November,338,784,1122
17/11/2024 10:00,York,Davygate,Sunday,2024,November,755,1234,1989
17/11/2024 11:00,York,Blake Street,Sunday,2024,November,1025,1118,2143
17/11/2024 11:00,York,Goodramgate,Sunday,2024,November,680,1259,1939
17/11/2024 11:00,York,Davygate,Sunday,2024,November,1144,1497,2641
17/11/2024 12:00,York,Blake Street,Sunday,2024,November,1831,1368,3199
17/11/2024 12:00,York,Goodramgate,Sunday,2024,November,911,1550,2461
17/11/2024 12:00,York,Davygate,Sunday,2024,November,1261,1469,2730
17/11/2024 13:00,York,Blake Street,Sunday,2024,November,1755,1509,3264
17/11/2024 13:00,York,Goodramgate,Sunday,2024,November,1148,1587,2735
17/11/2024 13:00,York,Davygate,Sunday,2024,November,1302,1483,2785
17/11/2024 14:00,York,Blake Street,Sunday,2024,November,1776,1488,3264
17/11/2024 14:00,York,Goodramgate,Sunday,2024,November,1281,1409,2690
17/11/2024 14:00,York,Davygate,Sunday,2024,November,1309,1442,2751
17/11/2024 15:00,York,Blake Street,Sunday,2024,November,1711,1115,2826
17/11/2024 15:00,York,Goodramgate,Sunday,2024,November,1121,1038,2159
17/11/2024 15:00,York,Davygate,Sunday,2024,November,1102,1298,2400
17/11/2024 16:00,York,Blake Street,Sunday,2024,November,1147,688,1835
17/11/2024 16:00,York,Goodramgate,Sunday,2024,November,781,700,1481
17/11/2024 16:00,York,Davygate,Sunday,2024,November,1103,1101,2204
17/11/2024 17:00,York,Blake Street,Sunday,2024,November,1007,524,1531
17/11/2024 17:00,York,Goodramgate,Sunday,2024,November,651,443,1094
17/11/2024 17:00,York,Davygate,Sunday,2024,November,1279,1012,2291
17/11/2024 18:00,York,Blake Street,Sunday,2024,November,751,345,1096
17/11/2024 18:00,York,Goodramgate,Sunday,2024,November,504,372,876
17/11/2024 18:00,York,Davygate,Sunday,2024,November,1203,755,1958
17/11/2024 19:00,York,Blake Street,Sunday,2024,November,470,341,811
17/11/2024 19:00,York,Goodramgate,Sunday,2024,November,373,241,614
17/11/2024 19:00,York,Davygate,Sunday,2024,November,602,361,963
17/11/2024 20:00,York,Blake Street,Sunday,2024,November,334,348,682
17/11/2024 20:00,York,Goodramgate,Sunday,2024,November,298,202,500
17/11/2024 20:00,York,Davygate,Sunday,2024,November,353,285,638
17/11/2024 21:00,York,Blake Street,Sunday,2024,November,338,222,560
17/11/2024 21:00,York,Goodramgate,Sunday,2024,November,211,176,387
17/11/2024 21:00,York,Davygate,Sunday,2024,November,278,284,562
18/11/2024 10:00,York,Blake Street,Monday,2024,November,520,1082,1602
18/11/2024 10:00,York,Goodramgate,Monday,2024,November,423,594,1017
18/11/2024 10:00,York,Davygate,Monday,2024,November,718,1066,1784
18/11/2024 11:00,York,Blake Street,Monday,2024,November,877,1065,1942
18/11/2024 11:00,York,Goodramgate,Monday,2024,November,640,833,1473
18/11/2024 11:00,York,Davygate,Monday,2024,November,1238,1474,2712
18/11/2024 12:00,York,Blake Street,Monday,2024,November,1125,1174,2299
18/11/2024 12:00,York,Goodramgate,Monday,2024,November,856,1004,1860
18/11/2024 12:00,York,Davygate,Monday,2024,November,1459,1768,3227
18/11/2024 13:00,York,Blake Street,Monday,2024,November,1153,1172,2325
18/11/2024 13:00,York,Goodramgate,Monday,2024,November,1027,1020,2047
18/11/2024 13:00,York,Davygate,Monday,2024,November,1600,1447,3047
18/11/2024 14:00,York,Blake Street,Monday,2024,November,1076,1001,2077
18/11/2024 14:00,York,Goodramgate,Monday,2024,November,967,955,1922
18/11/2024 14:00,York,Davygate,Monday,2024,November,1305,1224,2529
18/11/2024 15:00,York,Blake Street,Monday,2024,November,894,745,1639
18/11/2024 15:00,York,Goodramgate,Monday,2024,November,885,917,1802
18/11/2024 15:00,York,Davygate,Monday,2024,November,1339,996,2335
18/11/2024 16:00,York,Blake Street,Monday,2024,November,834,639,1473
18/11/2024 16:00,York,Goodramgate,Monday,2024,November,711,671,1382
18/11/2024 16:00,York,Davygate,Monday,2024,November,1287,873,2160
18/11/2024 17:00,York,Blake Street,Monday,2024,November,697,563,1260
18/11/2024 17:00,York,Goodramgate,Monday,2024,November,542,464,1006
18/11/2024 17:00,York,Davygate,Monday,2024,November,1075,709,1784
18/11/2024 18:00,York,Blake Street,Monday,2024,November,700,363,1063
18/11/2024 18:00,York,Goodramgate,Monday,2024,November,453,285,738
18/11/2024 18:00,York,Davygate,Monday,2024,November,979,580,1559
18/11/2024 19:00,York,Blake Street,Monday,2024,November,359,260,619
18/11/2024 19:00,York,Goodramgate,Monday,2024,November,320,169,489
18/11/2024 19:00,York,Davygate,Monday,2024,November,642,392,1034
18/11/2024 20:00,York,Blake Street,Monday,2024,November,225,177,402
18/11/2024 20:00,York,Goodramgate,Monday,2024,November,218,141,359
18/11/2024 20:00,York,Davygate,Monday,2024,November,262,344,606
18/11/2024 21:00,York,Blake Street,Monday,2024,November,150,100,250
18/11/2024 21:00,York,Goodramgate,Monday,2024,November,162,180,342
18/11/2024 21:00,York,Davygate,Monday,2024,November,167,320,487
19/11/2024 10:00,York,Blake Street,Tuesday,2024,November,468,800,1268
19/11/2024 10:00,York,Goodramgate,Tuesday,2024,November,445,626,1071
19/11/2024 10:00,York,Davygate,Tuesday,2024,November,503,592,1095
19/11/2024 11:00,York,Blake Street,Tuesday,2024,November,848,1175,2023
19/11/2024 11:00,York,Goodramgate,Tuesday,2024,November,679,839,1518
19/11/2024 11:00,York,Davygate,Tuesday,2024,November,561,885,1446
19/11/2024 12:00,York,Blake Street,Tuesday,2024,November,851,1168,2019
19/11/2024 12:00,York,Goodramgate,Tuesday,2024,November,947,1042,1989
19/11/2024 12:00,York,Davygate,Tuesday,2024,November,866,967,1833
19/11/2024 13:00,York,Blake Street,Tuesday,2024,November,858,958,1816
19/11/2024 13:00,York,Goodramgate,Tuesday,2024,November,887,924,1811
19/11/2024 13:00,York,Davygate,Tuesday,2024,November,990,1033,2023
19/11/2024 14:00,York,Blake Street,Tuesday,2024,November,855,806,1661
19/11/2024 14:00,York,Goodramgate,Tuesday,2024,November,784,865,1649
19/11/2024 14:00,York,Davygate,Tuesday,2024,November,812,1024,1836
19/11/2024 15:00,York,Blake Street,Tuesday,2024,November,889,708,1597
19/11/2024 15:00,York,Goodramgate,Tuesday,2024,November,746,759,1505
19/11/2024 15:00,York,Davygate,Tuesday,2024,November,961,965,1926
19/11/2024 16:00,York,Blake Street,Tuesday,2024,November,866,629,1495
19/11/2024 16:00,York,Goodramgate,Tuesday,2024,November,610,653,1263
19/11/2024 16:00,York,Davygate,Tuesday,2024,November,988,925,1913
19/11/2024 17:00,York,Blake Street,Tuesday,2024,November,519,468,987
19/11/2024 17:00,York,Goodramgate,Tuesday,2024,November,613,452,1065
19/11/2024 17:00,York,Davygate,Tuesday,2024,November,983,692,1675
19/11/2024 18:00,York,Blake Street,Tuesday,2024,November,311,273,584
19/11/2024 18:00,York,Goodramgate,Tuesday,2024,November,371,270,641
19/11/2024 18:00,York,Davygate,Tuesday,2024,November,935,534,1469
19/11/2024 19:00,York,Blake Street,Tuesday,2024,November,236,196,432
19/11/2024 19:00,York,Goodramgate,Tuesday,2024,November,263,143,406
19/11/2024 19:00,York,Davygate,Tuesday,2024,November,723,319,1042
19/11/2024 20:00,York,Blake Street,Tuesday,2024,November,198,203,401
19/11/2024 20:00,York,Goodramgate,Tuesday,2024,November,210,179,389
19/11/2024 20:00,York,Davygate,Tuesday,2024,November,262,246,508
19/11/2024 21:00,York,Blake Street,Tuesday,2024,November,197,172,369
19/11/2024 21:00,York,Goodramgate,Tuesday,2024,November,95,118,213
19/11/2024 21:00,York,Davygate,Tuesday,2024,November,221,112,333
20/11/2024 10:00,York,Blake Street,Wednesday,2024,November,462,749,1211
20/11/2024 10:00,York,Goodramgate,Wednesday,2024,November,474,512,986
20/11/2024 10:00,York,Davygate,Wednesday,2024,November,366,809,1175
20/11/2024 11:00,York,Blake Street,Wednesday,2024,November,700,1043,1743
20/11/2024 11:00,York,Goodramgate,Wednesday,2024,November,694,383,1077
20/11/2024 11:00,York,Davygate,Wednesday,2024,November,624,1243,1867
20/11/2024 12:00,York,Blake Street,Wednesday,2024,November,1070,1144,2214
20/11/2024 12:00,York,Goodramgate,Wednesday,2024,November,906,806,1712
20/11/2024 12:00,York,Davygate,Wednesday,2024,November,994,1514,2508
20/11/2024 13:00,York,Blake Street,Wednesday,2024,November,1113,1094,2207
20/11/2024 13:00,York,Goodramgate,Wednesday,2024,November,1009,1079,2088
20/11/2024 13:00,York,Davygate,Wednesday,2024,November,1341,1490,2831
20/11/2024 14:00,York,Blake Street,Wednesday,2024,November,1122,1085,2207
20/11/2024 14:00,York,Goodramgate,Wednesday,2024,November,1009,1005,2014
20/11/2024 14:00,York,Davygate,Wednesday,2024,November,1458,1643,3101
20/11/2024 15:00,York,Blake Street,Wednesday,2024,November,1136,891,2027
20/11/2024 15:00,York,Goodramgate,Wednesday,2024,November,1019,951,1970
20/11/2024 15:00,York,Davygate,Wednesday,2024,November,1444,1408,2852
20/11/2024 16:00,York,Blake Street,Wednesday,2024,November,1065,729,1794
20/11/2024 16:00,York,Goodramgate,Wednesday,2024,November,890,667,1557
20/11/2024 16:00,York,Davygate,Wednesday,2024,November,1309,1304,2613
20/11/2024 17:00,York,Blake Street,Wednesday,2024,November,903,662,1565
20/11/2024 17:00,York,Goodramgate,Wednesday,2024,November,645,458,1103
20/11/2024 17:00,York,Davygate,Wednesday,2024,November,1090,1131,2221
20/11/2024 18:00,York,Blake Street,Wednesday,2024,November,629,365,994
20/11/2024 18:00,York,Goodramgate,Wednesday,2024,November,410,371,781
20/11/2024 18:00,York,Davygate,Wednesday,2024,November,1014,700,1714
20/11/2024 19:00,York,Blake Street,Wednesday,2024,November,518,251,769
20/11/2024 19:00,York,Goodramgate,Wednesday,2024,November,404,296,700
20/11/2024 19:00,York,Davygate,Wednesday,2024,November,705,339,1044
20/11/2024 20:00,York,Blake Street,Wednesday,2024,November,292,184,476
20/11/2024 20:00,York,Goodramgate,Wednesday,2024,November,272,252,524
20/11/2024 20:00,York,Davygate,Wednesday,2024,November,278,206,484
20/11/2024 21:00,York,Blake Street,Wednesday,2024,November,279,132,411
20/11/2024 21:00,York,Goodramgate,Wednesday,2024,November,166,108,274
20/11/2024 21:00,York,Davygate,Wednesday,2024,November,211,186,397
21/11/2024 10:00,York,Blake Street,Thursday,2024,November,394,571,965
21/11/2024 10:00,York,Goodramgate,Thursday,2024,November,462,587,1049
21/11/2024 10:00,York,Davygate,Thursday,2024,November,388,854,1242
21/11/2024 11:00,York,Blake Street,Thursday,2024,November,136,1052,1188
21/11/2024 11:00,York,Goodramgate,Thursday,2024,November,743,951,1694
21/11/2024 11:00,York,Davygate,Thursday,2024,November,897,1883,2780
21/11/2024 12:00,York,Blake Street,Thursday,2024,November,729,1179,1908
21/11/2024 12:00,York,Goodramgate,Thursday,2024,November,875,1003,1878
21/11/2024 12:00,York,Davygate,Thursday,2024,November,1442,1777,3219
21/11/2024 13:00,York,Blake Street,Thursday,2024,November,1042,1032,2074
21/11/2024 13:00,York,Goodramgate,Thursday,2024,November,982,996,1978
21/11/2024 13:00,York,Davygate,Thursday,2024,November,1622,1874,3496
21/11/2024 14:00,York,Blake Street,Thursday,2024,November,1085,891,1976
21/11/2024 14:00,York,Goodramgate,Thursday,2024,November,945,988,1933
21/11/2024 14:00,York,Davygate,Thursday,2024,November,1461,1491,2952
21/11/2024 15:00,York,Blake Street,Thursday,2024,November,1102,814,1916
21/11/2024 15:00,York,Goodramgate,Thursday,2024,November,940,856,1796
21/11/2024 15:00,York,Davygate,Thursday,2024,November,1413,297,1710
21/11/2024 16:00,York,Blake Street,Thursday,2024,November,968,774,1742
21/11/2024 16:00,York,Goodramgate,Thursday,2024,November,697,767,1464
21/11/2024 16:00,York,Davygate,Thursday,2024,November,1092,957,2049
21/11/2024 17:00,York,Blake Street,Thursday,2024,November,744,613,1357
21/11/2024 17:00,York,Goodramgate,Thursday,2024,November,670,531,1201
21/11/2024 17:00,York,Davygate,Thursday,2024,November,825,662,1487
21/11/2024 18:00,York,Blake Street,Thursday,2024,November,624,318,942
21/11/2024 18:00,York,Goodramgate,Thursday,2024,November,403,429,832
21/11/2024 18:00,York,Davygate,Thursday,2024,November,597,401,998
21/11/2024 19:00,York,Blake Street,Thursday,2024,November,426,235,661
21/11/2024 19:00,York,Goodramgate,Thursday,2024,November,394,254,648
21/11/2024 19:00,York,Davygate,Thursday,2024,November,382,314,696
21/11/2024 20:00,York,Blake Street,Thursday,2024,November,266,182,448
21/11/2024 20:00,York,Goodramgate,Thursday,2024,November,268,207,475
21/11/2024 20:00,York,Davygate,Thursday,2024,November,294,258,552
21/11/2024 21:00,York,Blake Street,Thursday,2024,November,214,188,402
21/11/2024 21:00,York,Goodramgate,Thursday,2024,November,270,160,430
21/11/2024 21:00,York,Davygate,Thursday,2024,November,224,276,500
22/11/2024 10:00,York,Blake Street,Friday,2024,November,516,928,1444
22/11/2024 10:00,York,Goodramgate,Friday,2024,November,591,921,1512
22/11/2024 10:00,York,Davygate,Friday,2024,November,493,621,1114
22/11/2024 11:00,York,Blake Street,Friday,2024,November,869,1262,2131
22/11/2024 11:00,York,Goodramgate,Friday,2024,November,826,1122,1948
22/11/2024 11:00,York,Davygate,Friday,2024,November,740,1278,2018
22/11/2024 12:00,York,Blake Street,Friday,2024,November,1137,1311,2448
22/11/2024 12:00,York,Goodramgate,Friday,2024,November,1150,1449,2599
22/11/2024 12:00,York,Davygate,Friday,2024,November,1127,1729,2856
22/11/2024 13:00,York,Blake Street,Friday,2024,November,1168,1252,2420
22/11/2024 13:00,York,Goodramgate,Friday,2024,November,1260,1310,2570
22/11/2024 13:00,York,Davygate,Friday,2024,November,1270,1907,3177
22/11/2024 14:00,York,Blake Street,Friday,2024,November,1403,1259,2662
22/11/2024 14:00,York,Goodramgate,Friday,2024,November,1154,1391,2545
22/11/2024 14:00,York,Davygate,Friday,2024,November,1289,1641,2930
22/11/2024 15:00,York,Blake Street,Friday,2024,November,1300,1118,2418
22/11/2024 15:00,York,Goodramgate,Friday,2024,November,1113,1220,2333
22/11/2024 15:00,York,Davygate,Friday,2024,November,1286,1349,2635
22/11/2024 16:00,York,Blake Street,Friday,2024,November,1217,1047,2264
22/11/2024 16:00,York,Goodramgate,Friday,2024,November,954,1077,2031
22/11/2024 16:00,York,Davygate,Friday,2024,November,1227,1487,2714
22/11/2024 17:00,York,Blake Street,Friday,2024,November,1197,963,2160
22/11/2024 17:00,York,Goodramgate,Friday,2024,November,752,784,1536
22/11/2024 17:00,York,Davygate,Friday,2024,November,1062,1252,2314
22/11/2024 18:00,York,Blake Street,Friday,2024,November,852,846,1698
22/11/2024 18:00,York,Goodramgate,Friday,2024,November,625,637,1262
22/11/2024 18:00,York,Davygate,Friday,2024,November,1067,977,2044
22/11/2024 19:00,York,Blake Street,Friday,2024,November,791,597,1388
22/11/2024 19:00,York,Goodramgate,Friday,2024,November,555,467,1022
22/11/2024 19:00,York,Davygate,Friday,2024,November,718,624,1342
22/11/2024 20:00,York,Blake Street,Friday,2024,November,477,437,914
22/11/2024 20:00,York,Goodramgate,Friday,2024,November,439,370,809
22/11/2024 20:00,York,Davygate,Friday,2024,November,332,471,803
22/11/2024 21:00,York,Blake Street,Friday,2024,November,320,288,608
22/11/2024 21:00,York,Goodramgate,Friday,2024,November,435,363,798
22/11/2024 21:00,York,Davygate,Friday,2024,November,253,287,540
23/11/2024 10:00,York,Blake Street,Saturday,2024,November,561,924,1485
23/11/2024 10:00,York,Goodramgate,Saturday,2024,November,453,690,1143
23/11/2024 10:00,York,Davygate,Saturday,2024,November,737,1056,1793
23/11/2024 11:00,York,Blake Street,Saturday,2024,November,872,1412,2284
23/11/2024 11:00,York,Goodramgate,Saturday,2024,November,616,793,1409
23/11/2024 11:00,York,Davygate,Saturday,2024,November,1119,1601,2720
23/11/2024 12:00,York,Blake Street,Saturday,2024,November,1353,1796,3149
23/11/2024 12:00,York,Goodramgate,Saturday,2024,November,1002,1148,2150
23/11/2024 12:00,York,Davygate,Saturday,2024,November,1621,2008,3629
23/11/2024 13:00,York,Blake Street,Saturday,2024,November,1872,1738,3610
23/11/2024 13:00,York,Goodramgate,Saturday,2024,November,1179,1404,2583
23/11/2024 13:00,York,Davygate,Saturday,2024,November,1779,2680,4459
23/11/2024 14:00,York,Blake Street,Saturday,2024,November,1627,1694,3321
23/11/2024 14:00,York,Goodramgate,Saturday,2024,November,1297,1452,2749
23/11/2024 14:00,York,Davygate,Saturday,2024,November,1898,2740,4638
23/11/2024 15:00,York,Blake Street,Saturday,2024,November,1787,1675,3462
23/11/2024 15:00,York,Goodramgate,Saturday,2024,November,1370,1427,2797
23/11/2024 15:00,York,Davygate,Saturday,2024,November,2247,2765,5012
23/11/2024 16:00,York,Blake Street,Saturday,2024,November,1836,1461,3297
23/11/2024 16:00,York,Goodramgate,Saturday,2024,November,1148,1269,2417
23/11/2024 16:00,York,Davygate,Saturday,2024,November,2106,2908,5014
23/11/2024 17:00,York,Blake Street,Saturday,2024,November,1480,1139,2619
23/11/2024 17:00,York,Goodramgate,Saturday,2024,November,1077,985,2062
23/11/2024 17:00,York,Davygate,Saturday,2024,November,2290,2651,4941
23/11/2024 18:00,York,Blake Street,Saturday,2024,November,1123,870,1993
23/11/2024 18:00,York,Goodramgate,Saturday,2024,November,755,730,1485
23/11/2024 18:00,York,Davygate,Saturday,2024,November,2510,1911,4421
23/11/2024 19:00,York,Blake Street,Saturday,2024,November,809,640,1449
23/11/2024 19:00,York,Goodramgate,Saturday,2024,November,713,1728,2441
23/11/2024 19:00,York,Davygate,Saturday,2024,November,1577,1092,2669
23/11/2024 20:00,York,Blake Street,Saturday,2024,November,690,360,1050
23/11/2024 20:00,York,Goodramgate,Saturday,2024,November,468,495,963
23/11/2024 20:00,York,Davygate,Saturday,2024,November,951,641,1592
23/11/2024 21:00,York,Blake Street,Saturday,2024,November,598,295,893
23/11/2024 21:00,York,Goodramgate,Saturday,2024,November,293,395,688
23/11/2024 21:00,York,Davygate,Saturday,2024,November,601,345,946
24/11/2024 10:00,York,Blake Street,Sunday,2024,November,574,754,1328
24/11/2024 10:00,York,Goodramgate,Sunday,2024,November,393,813,1206
24/11/2024 10:00,York,Davygate,Sunday,2024,November,865,1088,1953
24/11/2024 11:00,York,Blake Street,Sunday,2024,November,906,1269,2175
24/11/2024 11:00,York,Goodramgate,Sunday,2024,November,651,1062,1713
24/11/2024 11:00,York,Davygate,Sunday,2024,November,1194,1453,2647
24/11/2024 12:00,York,Blake Street,Sunday,2024,November,1375,1605,2980
24/11/2024 12:00,York,Goodramgate,Sunday,2024,November,1164,1439,2603
24/11/2024 12:00,York,Davygate,Sunday,2024,November,1366,1631,2997
24/11/2024 13:00,York,Blake Street,Sunday,2024,November,1493,1645,3138
24/11/2024 13:00,York,Goodramgate,Sunday,2024,November,1262,1587,2849
24/11/2024 13:00,York,Davygate,Sunday,2024,November,1576,1933,3509
24/11/2024 14:00,York,Blake Street,Sunday,2024,November,1699,1520,3219
24/11/2024 14:00,York,Goodramgate,Sunday,2024,November,1321,1645,2966
24/11/2024 14:00,York,Davygate,Sunday,2024,November,1452,2288,3740
24/11/2024 15:00,York,Blake Street,Sunday,2024,November,1885,1513,3398
24/11/2024 15:00,York,Goodramgate,Sunday,2024,November,1175,1091,2266
24/11/2024 15:00,York,Davygate,Sunday,2024,November,1452,2192,3644
24/11/2024 16:00,York,Blake Street,Sunday,2024,November,1694,1023,2717
24/11/2024 16:00,York,Goodramgate,Sunday,2024,November,985,792,1777
24/11/2024 16:00,York,Davygate,Sunday,2024,November,1443,2060,3503
24/11/2024 17:00,York,Blake Street,Sunday,2024,November,1064,610,1674
24/11/2024 17:00,York,Goodramgate,Sunday,2024,November,753,485,1238
24/11/2024 17:00,York,Davygate,Sunday,2024,November,1210,1879,3089
24/11/2024 18:00,York,Blake Street,Sunday,2024,November,658,363,1021
24/11/2024 18:00,York,Goodramgate,Sunday,2024,November,436,327,763
24/11/2024 18:00,York,Davygate,Sunday,2024,November,907,1114,2021
24/11/2024 19:00,York,Blake Street,Sunday,2024,November,488,187,675
24/11/2024 19:00,York,Goodramgate,Sunday,2024,November,377,286,663
24/11/2024 19:00,York,Davygate,Sunday,2024,November,460,707,1167
24/11/2024 20:00,York,Blake Street,Sunday,2024,November,315,159,474
24/11/2024 20:00,York,Goodramgate,Sunday,2024,November,298,202,500
24/11/2024 20:00,York,Davygate,Sunday,2024,November,357,384,741
24/11/2024 21:00,York,Blake Street,Sunday,2024,November,336,144,480
24/11/2024 21:00,York,Goodramgate,Sunday,2024,November,211,176,387
24/11/2024 21:00,York,Davygate,Sunday,2024,November,365,321,686
